id,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,genres,production_companies,vote_average,release_year
1031,0,0,Sniper: Legacy,Tom Berenger|Chad Michael Collins|Dennis Haysbert|Asen Asenov|Woon Young Park,,Don Michael Paul,Like Father. Like Son. Born To Kill.,,"A rogue gunman is assassinating high-ranking military officers one by one. When Gunnery Sgt. Brandon Beckett is informed his father, legendary shooter Thomas Beckett has been killed, Brandon springs into action to take out the perpetrator. But when his father rescues him from an ambush, Brandon realizes he's a pawn being played by his superiors to draw out the killer. It's up to the two men, bound by blood, to bring an end to the carnage.",Thriller|Action,Destination Films|BUFO,5.5,2014
1032,0,0,Horsehead,Lilly-Fleur Pointeaux|Catriona MacColl|Fu'ad AÃ¯t Aattou|Shane Woodward|Gala Besson,,Romain Basset,,,"Since her childhood, Jessica has been haunted by recurrent nightmares whose meaning escapes her. This peculiarity has led her to study the psychophysiology of dreams and to follow a therapy with Sean, her mentor and boyfriend, to try and understand the origin of her nightmares. Following the death of her maternal grandmother she hardly knew, Jessica reluctantly returns to the family home. Jessica then begins to wander in a nightmarish world inhabited by twisted versions of her family members. She gradually improves her skills as a lucid dreamer and investigates to solve the mystery that gnaws her and haunts the family home...",Fantasy|Horror,HorseHead Pictures,5.1,2014
1033,0,0,Marvel Studios: Assembling a Universe,Robert Downey Jr.|Chris Hemsworth|Chris Evans|Mark Ruffalo|Kevin Feige,,,-,superhero|marvel cinematic universe,"A look at the story behind Marvel Studios and the Marvel Cinematic Universe, featuring interviews and behind-the-scenes footage from all of the Marvel films, the Marvel One-Shots and ""Marvel's Agents of S.H.I.E.L.D.""",TV Movie|Documentary,Marvel Studios|ABC Studios,6.3,2014
1034,0,2756,V/H/S: Viral,Justin Welborn|Emmy Argo|Gustavo SalmerÃ³n|Nick Blanco|Emilia Zoryan,,Nacho Vigalondo|Marcel Sarmiento|Gregg Bishop|Justin Benson|Aaron Moorhead|Todd Lincoln ,,mumblegore,"V/H/S: VIRAL's segments include the story of a deranged illusionist who obtains a magical object of great power, a homemade machine that opens a door to a parallel world, teenage skaters that unwillingly become targets of a Mexican death cult ritual, and a sinister, shadowy organization that is tracking a serial killer. The segments are tied together by the story of a group of fame-obsessed teens following a violent car chase in LA that unwittingly become stars of the next internet sensation.",Horror|Thriller,Bloody Disgusting|8383 Productions,4.2,2014
1035,0,0,Comet,Justin Long|Kayla Servi|Eric Winter|Emmy Rossum|Ben Scott,,Sam Esmail,,,"When a chance encounter brings together the cynical Dell and the quick-witted Kimberly, the stage is set for a tempestuous love affair that unfolds like a puzzle. As the film zigzags back and forth in time-from a meteor shower in LA, to an encounter in a Paris hotel room, to a fateful phone call-an unforgettable portrait of a relationship emerges.",Science Fiction|Comedy|Drama|Romance,Anonymous Content|Fubar Films FL,6.7,2014
1036,0,0,The One I Love,Mark Duplass|Elisabeth Moss|Ted Danson|Kiana Cason|Kaitlyn Dodson,,Charlie McDowell,,weekend|therapist|marriage|dilemma|escape,"On the brink of separation, Ethan and Sophie escape to a beautiful vacation house for a weekend getaway in an attempt to save their marriage. What begins as a romantic and fun retreat soon becomes surreal, when an unexpected discovery forces the two to examine themselves, their relationship, and their future.",Romance|Comedy|Drama,Radius-TWC,6.8,2014
1037,0,0,Grace,Alexia Fast|Joel David Moore|Lin Shaye|Alexis Knapp|Brett Dier,,Jeff Chan,Innocence ends in blood,exorcism|possession|demon|exorcist|demonic possession,"A unique horror film told from the first-person perspective of Grace - a naive, virginal college freshman trying to deal with campus culture and her outgoing roommate as an evil entity takes over her body and unleashes chaos.",Thriller|Horror,Automatik Entertainment|Colony Pictures,4.7,2014
1038,0,0,The Canal,Rupert Evans|Antonia Campbell-Hughes|Hannah Hoekstra|Steve Oram|Kelly Byrne,,Ivan Kavanagh,Fear will pull you under,female nudity|sex|drowning|cheating|nudity,"Film archivist David and his wife are perfectly happy or so he believes. When a looming secret shatters their marriage at the same time as a turn-of-the-century film reel he is studying reveals their house to be the site of a 1902 multiple-murder, David begins to unravel, and the houseâ€™s eerie history threatens to repeat itself. Dripping with tension and chilling to the core, this visceral Irish ghost story is a visually arresting and genuinely shocking journey into the darkness within.",Horror|Mystery|Thriller,The Orchard|Park Films|Treasure Entertainment,5.7,2014
1039,0,0,Mall,Cameron Monaghan|India Salvor Menuez|James Frecheville|Gina Gershon|Peter Stormare,http://www.linkinpark.fr/actualites/categorie/joe-hahn,Joseph Hahn,The American dream ain't what it used to be.,,"Malcom's done with his life. Only the noise of Crystal Meth gives him a reason to keep going - everything else it has long regardless. Equipped with a bag full of weapons and self-made bombs, he makes his way to the nearby mall to really stir things up. On his personal war campaign, he not only changes his life radically, but also the fate of other people who are in the wrong place at the same time: a teenager whose favorite pastime is smoking pot in his dreary existence, a housewife, where their best days have been left behind, a greedy businessman whose only desire is to increase his wealth and a depressed pervert.",Drama,The Collective|Silver Lining Entertainment,5,2014
1040,0,0,Blood Punch,Milo Cawthorne|Olivia Tennet|Ari Boyland|Cohen Holloway|Adelaide Kane,,Madellaine Paxson,,black comedy|woman director,"Milton, a college dropout, was only supposed to cook meth for one day. Broken out of rehab by a brash young woman and her trigger-happy (""ex"") boyfriend and driven to a remote cabin the woods, Milton finds himself drawn into a dangerous love triangle gone haywire. The couple's deadpan half-truths spin around Milton like a song on repeat. They seem to read him like an open book, until a mysterious message opens his eyes to his cursed existence. With unlimited ammunition, any hunting tool they could desire, and an ever-growing body count, for what did Milton really sign up?",Horror|Thriller,Bluff Road Productions,7.4,2014
1041,0,0,The Normal Heart,Mark Ruffalo|Jim Parsons|Matt Bomer|Julia Roberts|Jonathan Groff,,Ryan Murphy,"To win a war, You have to start one.",gay|aids|homosexuality|epidemic,"The story of the onset of the HIV-AIDS crisis in New York City in the early 1980s, taking an unflinching look at the nation's sexual politics as gay activists and their allies in the medical community fight to expose the truth about the burgeoning epidemic to a city and nation in denial.",Drama,Plan B Entertainment|Blumhouse Productions|HBO Films|Ryan Murphy Productions|Twentieth Century Fox Television,7.8,2014
1042,0,0,Faults,Leland Orser|Mary Elizabeth Winstead|Chris Ellis|Jon Gries|Lance Reddick,,Riley Stearns,"Sects, cults, and mind control.",cult,"Claire is under the grip of a mysterious new cult called Faults. Desperate to be reunited with their daughter, Claire's parents recruit one of the world's foremost experts on mind control, Ansel Roth.",Thriller|Drama,Snoot Entertainment,6.8,2014
1043,7000000,36433975,Devil's Due,Allison Miller|Zach Gilford|Sam Anderson|Robert Belushi|Catherine Kresge,,Matt Bettinelli-Olpin|Tyler Gillett,The Devil Always Gets His Due,found footage,An unexpected pregnancy takes a terrifying turn for newlyweds Zach and Samantha McCall.,Horror,Twentieth Century Fox Film Corporation|Davis Entertainment|TSG Entertainment,4.5,2014
1044,0,0,Colt 45,GÃ©rard Lanvin|JoeyStarr|Ymanol Perset|Simon Abkarian|Alice Taglioni,,Fabrice Du Welz,,police|violence,"The young police man Vincent is the best in his class, and denies to be recruited to the special forces. But when the corrupt Milo manages to get a grip on him, his life is turned into a living nightmare.",Drama|Thriller|Action|Crime,La Petite Reine,5.3,2014
1045,0,0,Every Secret Thing,Diane Lane|Elizabeth Banks|Dakota Fanning|Danielle Macdonald|Nate Parker,https://www.facebook.com/EverySecretThing,Amy Berg,Don't look away for even a second.,based on novel|baltimore|kidnapping|missing child|baltimore maryland,"One clear summer day in a Baltimore suburb, a baby goes missing from her front porch. Two young girls serve seven years for the crime and are released into a town that hasn't fully forgiven or forgotten. Soon, another child is missing, and two detectives are called in to investigate the mystery in a community where everyone seems to have a secret.",Thriller|Drama|Crime|Mystery,Likely Story|Hyde Park Entertainment,5.6,2014
1046,0,0,The Keeping Room,Hailee Steinfeld|Sam Worthington|Brit Marling|Muna Otaru|Nicholas Pinnock,http://drafthousefilms.com/film/the-keeping-room,Daniel Barber,Some things are worth fighting for.,rape|murder|independent film|mistaken identity|home invasion,"In this radically reimagined American Western set towards the end of the Civil War, Southerner Augusta encounters two renegade, drunken soldiers who are on a mission of pillage and violence. After escaping an attempted assault, Augusta races back to the isolated farmhouse that she shares with her sister Louise and their female slave Mad. When the pair of soldiers track Augusta down intent on exacting revenge, the trio of women are forced to take up arms to fend off their assailants, finding ways to resourcefully defend their homeâ€“â€“and themselvesâ€“â€“as the escalating attacks become more unpredictable and relentless.",Drama|Western,Wind Dancer Productions|Anonymous Content|Gilbert Films,4.8,2014
1047,0,0,Dinosaur Island,Darius Williams-Watt|Kate Rasmussen|Joe Bistaveous|Juliette Frederick|Vincent Naviti,,Matt Drummond,Their world is closer than you think.,island|children|dinosaur,"The adventure begins when Lucas, a 13 year old boy, embarks on the vacation of a lifetime. When disaster strikes, Lucas finds himself stranded in a strange land littered with ghost ships and prehistoric creatures. While searching for other signs of life, Lucas hears a radio broadcast in the distance and is drawn into the jungle where he encounters a beautiful young girl who claims to have come from the 1950s. Together they set out on a quest to get home all the while uncovering secrets that will forever change the future.",Adventure|Science Fiction|Fantasy|Family,Extinct Production,4.3,2014
1048,0,0,Lap Dance,Carmen Electra|Briana Evigan|Stacey Dash|Nia Peeples|James Remar,,Greg Carter,Fast money comes at a dangerous price,based on true story|cancer|lap dance|female stripper|exotic dancer,"An aspiring actress makes a pact with her fiancÃ© to take a job as an exotic dancer to care for her cancer stricken father. Once the pact the couple made is broken, their lives are changed forever.",Drama,Imprint Entertainment,3.8,2014
1049,0,0,Let Us Prey,Liam Cunningham|Niall Greig Fulton|Pollyanna McIntosh|Douglas Russell|Bryan Larkin,,Brian O'Malley,Darkness Shall Rise,scotland|police|murder|violence|stranger,"Rachel, a rookie cop, is about to begin her first night shift in a neglected police station in a Scottish, backwater town. The kind of place where the tide has gone out and stranded a motley bunch of the aimless, the forgotten, the bitter-and-twisted who all think that, really, they deserve to be somewhere else. They all think they're there by accident and that, with a little luck, life is going to get better. Wrong, on both counts. Six is about to arrive - and All Hell Will Break Loose!",Horror,Makar Productions|Fantastic Films|Greenhouse Media Investment,5.4,2014
1050,0,0,Lovesick,Matt LeBlanc|Ali Larter|Rachael Harris|Ashley Williams|Chevy Chase,,Luke Matheny,Love Hurts,romantic comedy,"The story of Charlie Darby, who has everything going for him: a great job, friends, family, the whole package. The one thing Charlie doesn't have is love, because every time he gets close, he goes clinically insane. When he meets the perfect girl, Charlie must overcome his psychosis to claim his chance at true love.",Romance|Comedy,Night and Day Pictures|Full Blitz Entertainment,4.9,2014
1051,0,0,Zapped,Zendaya|Chanelle Peloso|Spencer Boldman|Adam DiMarco|Emilia McCarthy,,Peter DeLuise,Boys will be boys...But better,dance|high school|teenager|teen comedy|obedience,"Zoey, a skilled dancer and straight-A student, is having a hard time adjusting after her mom remarries. Now she lives with 3 messy and rambunctious step-brothers, a loud step-dad and an unruly dog. The boys at school seem even worse, particularly the misfits on the J.V. dance squad. Nothing is going right until she discovers the dog training app on her smartphone can now control boys. Zoey uses her power to command boys to behave better, but is an app really the answer to fixing her life?",Family|Fantasy|Comedy|Romance,Muse Entertainment Enterprises|Off-Leash Teleproductions,5.5,2014
1052,5000000,0,Revenge of the Green Dragons,Justin Chon|Kevin Wu|Harry Shum Jr.|Ray Liotta|Jin Auyeung,,Andrew Lau|Andrew Loo,The American Dream Isn't Free,,"A true immigrant story set against the vibrant backdrop of Flushing, N.Y. in the 1980s and 1990s.",Drama|Action|Crime,Artfire Films|The 7th Floor|Initial A Entertainment|IM Global Octane,5.2,2014
1053,0,0,My Mistress,Emmanuelle BÃ©art|Harrison Gilbertson|Rachael Blake|Socratis Otto|Leah Purcell,http://www.mymistressmovie.com/,Stephen Lance,Love hurts,dominatrix,"It's a long hot summer for Charlie Boyd. He's sixteen, his hormones are raging and he's just found out his mother is having an affair with his father's best friend. One thing takes his mind off his problems, the mysterious woman down the street who has visitors day and night, and has just advertised for a gardener. But she is forgotten when a tragic family event tumbles Charlie into a world of pain, a pain so intense Charlie thinks no-one can help him. He's wrong. Someone can. Maggie, the beautiful French stranger. She's a professional, and she specialises in pain. Giving it, exploring it, sharing it, all for money. So Charlie falls in love, and despite herself so does she, drawn to this troubled boy who takes all the pain she can give and uses it to heal himself. And as Charlie heals, he turns that healing back onto her, his Mistress.",Romance|Drama,Mini Studios,5.6,2014
1054,0,0,Kajaki,Mark Stanley|Malachi Kirby|Ali Cook|David Elliot|Paul Luebke,http://kajakimovie.com/,Paul Katis,"A film about bravery, courage, heroism and the ultimate sacrifice.",afghanistan|bravery|british army|grenade|biography,British soldiers guarding the Kajaki Dam set out to rescue a three-man team after one of them loses a leg to a landmine.,Thriller|War|Adventure|Drama,Head Gear Films|Lipsync Productions|Metrol Technology|MENA Film|Pukka Films,5.8,2014
1055,0,0,Unlocking Sherlock,Benedict Cumberbatch|Martin Freeman|Steven Moffat|Mark Gatiss|Andrew Scott,,,,,"Explore how writers Steven Moffat and Mark Gatiss created the hit television sensation.  Take a personal voyage through the versions of Holmes that have served as inspirations for the new series - the original stories, their factual origins, hundreds of film adaptations - to arrive at their thoroughly modern Sherlock. Moffat and Gatiss explain the challenges they encountered adapting the original adventures of the iconic super-sleuth. Go behind the scenes on the set of the hit television series, including interviews with actors Benedict Cumberbatch, Martin Freeman and Lara Pulver, who talk about the reinvention of their fictional characters.",TV Movie|Documentary,,7.2,2014
1056,0,0,Expelled,Lia Marie Johnson|Andrea Russett|Marcus Johns|Kristina Hayes|Teala Dunn,http://www.expelledmovie.com/,Alex Goyette,Eastwood High Is About To Get Schooled,high school|student|prankster,"Felix (Cameron Dallas) is a legendary prankster who gets expelled from his high school and, with his friendâ€™s help, stops at nothing to hide it from his parents.",Comedy,,6.3,2014
1057,0,0,Authors Anonymous,Kaley Cuoco|Chris Klein|Teri Polo|Dylan Walsh|Dennis Farina,,Ellie Kanner,,writer|woman director,"When a dysfunctional group of unpublished writers accept Hannah into their fold, the last thing they expect is her overnight success. Can these lovable misfits achieve their artistic dreams and avoid killing one another in the process?",Comedy,Bull Market Entertainment|EKZ Productions|Lainie Productions,3.7,2014
1058,1000000,0,Dear White People,Tessa Thompson|Tyler James Williams|Kyle Gallner|Teyonah Parris|Brandon P. Bell,http://www.dearwhitepeoplemovie.com/,Justin Simien,A satire about being a Black face in a white place.,,"Four black students attend an Ivy League college where a riot breaks out over an â€œAfrican Americanâ€ themed party thrown by white students. With tongue planted firmly in cheek, the film explores racial identity in 'post-racial' America while weaving a story about forging one's unique path in the world.",Drama|Comedy,Homegrown Pictures|Duly Noted,6.2,2014
1059,0,0,Land Ho!,Paul Eenhoorn|Earl Lynn Nelson|Karrie Crouse|Elizabeth McKee|Alice Olivia Clarke,,Aaron Katz|Martha Stephens,Come party with these guys!,woman director,A pair of former brothers-in-law embark on a road trip through Iceland.,Comedy|Adventure,Unbound Feet Productions|Syncopated Films|Vintage Pictures|Gamechanger Films|Max Cap Productions,5.8,2014
1060,0,0,Felony,Joel Edgerton|Jai Courtney|Melissa George|Tom Wilkinson|Sarah Roberts,,Matthew Saville,One moment can change everything,australian|australia|police|dirty cop|hit and run,"Three detectives become embroiled in a tense struggle after a tragic accident that leaves a child in critical condition. One is guilty of a crime, one will try to cover it up, and the other attempts to expose it. How far will these men go to disguise and unravel the truth?",Mystery|Thriller|Crime,Benaroya Pictures|Goalpost Pictures|Screen Australia|Blue-Tongue Films,5.1,2014
1061,0,0,Appleseed Alpha,Luci Christian|David Matranga|Wendel Calvert|Adam Gibbs|Elizabeth Bunch,,Shinji Aramaki,"To find Olympus, they must fight to survive.",post-apocalyptic|war|mecha|cyberpunk,"Based on the comic book by the creator of Ghost in the Shell, a young female soldier Deunan and her cyborg partner Briareos survive through the post World War 3 apocalyptic New York in search of human's future hope, the legendary city of Olympus.",Animation|Science Fiction|Action,Stage 6 Films,6.4,2014
1062,0,0,Savaged,Amanda Adrienne|Rodney Rowland|Tom Ardavany|John Charles Meyer|Ronnie Gene Blevins,,Michael S. Ojeda,They took her life. She'll take her revenge.,,"After thugs brutalize a deaf-mute woman, the spirit of an Apache warrior takes over her lifeless body and sets out on a bloodthirsty quest for revenge.",Action|Drama|Horror|Thriller,Raven Banner Entertainment|Green Dog Films|Cart Before The Horse Productions,5.6,2014
1063,0,0,Effie Gray,Emma Thompson|Dakota Fanning|Tom Sturridge|Robbie Coltrane|Julie Walters,,Richard Laxton,The Celebrity Scandal of the Victorian era,art critic,A look at the mysterious relationship between Victorian art critic John Ruskin and his teenage bride Effie Gray.,Drama,Sovereign Films,6.1,2014
1064,0,0,Joy Ride 3,Kirsten Prout|Dean Armstrong|Jesse Hutch|Benjamin Hollingsworth|Ken Kirzinger,,Declan O'Brien,Rusty Returns...,sequel|trucker,"Rusty Nail is back on the road again looking to punish injustice at every turn - and this time it's with a group of hotheaded street racers on their way to the Road Rally 1000. As they drive through a desolate shortcut on the way to the race, an encounter with Rusty turns sour and soon he is tracking, teasing and torturing them until the end of the road.",Thriller,WT Canada Productions,4.4,2014
1065,0,0,Android Cop,Michael Jai White|Charles S. Dutton|Kadeem Hardison|Randy Wayne|Larissa Vereza,,Mark Atkins,The Future of Law Enforcement,,"In the year 2045, a Los Angeles Police Department detective and his new android partner enter the Zone, a forbidden section of the city plagued with an unknown disease. There, they discover the source of the illness and attempt to stop it using the android's advanced technology and weaponry.",Action|Science Fiction,The Asylum,3,2014
1066,0,0,Scooby-Doo! WrestleMania Mystery,Matthew Lillard|Grey Griffin|Frank Welker|Frank Welker|Mindy Cohn,,Brandon Vietti,,,"The mystery begins when Shaggy and Scooby win tickets to ""WrestleMania"" and convince the crew to go with them to WWE City. But this city harbors a spooky secret - a ghastly Ghost Bear holds the town in his terrifying grip! To protect the coveted WWE Championship Title, the gang gets help from WWE Superstars like John Cena, Triple H, Sin Cara, Brodus Clay, AJ Lee, The Miz and Kane. Watch Scooby and the gang grapple with solving this case before it's too late.",Animation|Comedy|Family|Mystery,WWE Studios|Warner Bros. Feature Animation,6.2,2014
1067,3000000,0,Charlie's Farm,Tara Reid|Bill Moseley|Kane Hodder|Nathan Jones|Dean Kirkright,http://charliesfarm.com.au/,Chris Sun,7ft 375lbs Of Pure Aussie Killing Machine,australian|slasher,"In an effort to do something different, four friends head into Australia's outback to explore Charlie's Farm, the site where a violent family met their end at the hands of an angry mob. Despite all warnings, they persist in their horror-seeking adventure.",Horror,Slaughter FX,4.6,2014
1068,0,0,Video Games: The Movie,Sean Astin|Wil Wheaton|Zach Braff|Alison Haislip|Donald Faison,,Jeremy Snead,,video game|nerd|arcade|computer games|atari,"From executive producer Zach Braff and director Jeremy Snead, ""Video Games: The Movie"" is an epic feature length documentary chronicling the meteoric rise of video games from nerd niche to multi-billion dollar industry. Narrated by Sean Astin and featuring in-depth interviews with the godfathers who started it all, the icons of game design, and the geek gurus who are leading us into the future, ""Video Games: The Movie"" is a celebration of gaming from Atari to Xbox and an eye-opening look at what lies ahead.",History|Documentary|Animation,Mediajuice Studios,6,2014
1069,0,0,Exists,Brian Steele|Denise Williamson|Samuel Davis|Roger Edwards|Chris Osborn,,Eduardo SÃ¡nchez,The legend is real. So is the terror.,,A group of friends who venture into the remote Texas woods for a party weekend find themselves stalked by Bigfoot.,Horror,Haxan Films|Court Five|Miscellaneous Entertainment,4.5,2014
1070,5000000,4013786,My Old Lady,Maggie Smith|Kevin Kline|Kristin Scott Thomas|Dominique Pinon|Michael Burstin,,Israel Horovitz,He's in the will. She's in the way.,paris|writer|apartment,"Mathias Gold (Kevin Kline) is a down-on-his-luck New Yorker who inherits a Parisian apartment from his estranged father. But when he arrives in France to sell the vast domicile, he's shocked to discover a live-in tenant who is not prepared to budge. His apartment is a viager - an ancient French real estate system with complex rules pertaining to its resale - and the feisty Englishwoman Mathilde Girard (Maggie Smith), who has lived in the apartment with her daughter ChloÃ© (Kristin Scott Thomas) for many years, can by contract collect monthly payments from Mathias until her death.",Romance|Comedy|Drama,BBC Films|Cohen Media Group|Deux Chevaux Films,6,2014
1071,0,7205,I Am Ali,Muhammad Ali|Muhammad Ali Jr.|Hana Ali|Maryum Ali|Rahaman Ali,http://www.focusfeatures.com/i_am_ali,Clare Lewins,Fighter. Lover. Brother. Father.,biography|wrestling|sport|woman director,"Unprecedented access to Muhammad Ali's personal archive of ""audio journals"" as well as interviews and testimonials from his inner circle of family and friends are used to tell the legend's life story.",Documentary,Focus Features,6.6,2014
1072,0,0,One Square Mile,Kelly Blatz|Richard Jenkins|Cam Gigandet|Kim Basinger|Analeigh Tipton,,Charles-Olivier Michaud,Teenage distance runner works hard to achieve a 4-minute mile.,brother brother relationship|single parent|running|guitar|bar,A teenager overcomes odds to run a 4-minute mile race.,Drama,One Square Mile Management Company|Phoenix Rising Motion Pictures,5.6,2014
1073,0,0,Age of Tomorrow,Kelly Hu|Anthony Marks|Robert Picardo|Lane Townsend|Morgan West,,James Kondelik,Extinction Has Arrived,asteroid|blood splatter|outer space|alien invasion|fire department,"Mankind must fight to survive as Earth is invaded by hostile UFOs bent on destroying the planet. As the epic battle wages on, astronauts sneak aboard the mothership where they discover a portal to the aliens' home world. They manage to alert Earth before they are brutally murdered. Left with no other choice, Earth sends an elite military team of science and combat specialists through the portal where they attempt to stop the invasion from the inside out.",Thriller|Science Fiction|Action,The Asylum,2.4,2014
1074,5000000,0,Rudderless,Billy Crudup|Anton Yelchin|Felicity Huffman|Selena Gomez|Laurence Fishburne,,William H. Macy,The way back begins with a single chord.,father-son relationship|rock band|grieving father,"A grieving father in a downward spiral stumbles across a box of his recently deceased son's demo tapes and lyrics. Shocked by the discovery of this unknown talent, he forms a band in the hope of finding some catharsis.",Music|Drama|Comedy,Unified Pictures|Amberdale Productions|Tee Rob Pictures,7.1,2014
1075,0,0,Copenhagen,Gethin Anthony|Frederikke Dahl Hansen|Sebastian Armesto|Tamzin Merchant|Mille Dinesen,http://www.copenhagenthemovie.com/,Mark Raso,"When the girl of your dreams is half your age, it's time to grow up.",,"After weeks of traveling through Europe, the immature William finds himself in Copenhagen, the place of his fatherâ€™s birth. He befriends the youthful Effy, who works in Williamâ€™s hotel as part of an internship program, and they set off to find Williamâ€™s last living relative. Effyâ€™s mix of youthful exuberance and wisdom challenges William unlike any  woman ever has. As the attraction builds, he must come to grips with destabilizing elements of his familyâ€™s sordid past.",Adventure|Romance|Drama,Heretic Films|Scorched Films|Fidelio,6.6,2014
1076,0,0,Bang Bang,Hrithik Roshan|Katrina Kaif|Danny Denzongpa|Ron Smoorenburg,,Siddharth Anand,,london|dancing|secret agent|revenge|heist,"A girl gets mixed up with a spy trying to clear his name. A chance encounter of the unassuming bank receptionist Harleen Sahni with the charming yet mysterious Rajveer Nanda, results in an on-rush of ditched planes, car chases, shoot-outs, bombing raids and general global mayhem. But as the transcontinental chase ensues with Rajveer convincing Harleen that he's the good guy, can she really trust him, and will trust matter when the bullets start flying?",Action|Adventure|Thriller|Romance,Fox Star Studios,6.2,2014
1077,0,0,TEKKEN: A Man Called X,Kane Kosugi|Cary-Hiroyuki Tagawa|Gary Daniels|Charlotte Kirk|Rade Serbedzija,,Wych Kaosayananda,Survival Is No Game,martial arts|amnesia|based on video game,"A young man, Kazuya Mishima, wakes up alone in an unfamiliar hotel room without any recollection of who he is or how he got there. He is tormented by flashes of his past and by the face of an ominous stranger. The next thing he knows, Kazuya is ambushed and kidnapped by an underground crime organization and, soon after, turned into a ruthless assassin.  During a mission to assassinate a man named Brian Fury, Kazuya finds that his target harbors clues to his true identity. With the help of Fury and a female assassin, Kazuya follows the clues, leading him to the lab of his reoccurring flashbacks. Here, he will finally confront his past and the ominous man of his nightmares - Heihachi Mishima, face the ultimate betrayal, and Ieam the truth about who, and what, he really is.  TEKKEN 2: KAZUYAâ€™S REVENGE is non-stop action from the first scene to the last.",Action,SP Entertainments,4.2,2014
1078,0,0,Houdini,Adrien Brody|Kristen Connolly|Evan Jones|Tom Benedict Knight|Caroline Boulton,,Uli Edel,,magic|biography|houdini,"Follow the man behind the magic as he finds fame, engages in espionage, battles spiritualists and encounters the greatest names of the era, from U.S. presidents to Sir Arthur Conan Doyle and Grigori Rasputin.",TV Movie|Drama|History,A&E Television Networks|Lionsgate Television,7.1,2014
1079,0,0,7 Minutes,Luke Mitchell|Leven Rambin|Jason Ritter|Kris Kristofferson|Joel Murray,,Jay Martin,It's a robbery.  A million things could go wrong.,robbery,A young athlete takes a wild turn in life after suffering a serious injury.,Drama|Crime|Thriller,Whitewater Films,5,2014
1080,0,0,De toutes nos forces,Jacques Gamblin|Alexandra Lamy|Fabien HÃ©raud|Sophie de FÃ¼rst|Pablo Pauly,,Nils Tavernier,,,"Julien, 17, is wheelchair-bound due to cerebral palsy. Despite their love for him, his family is gradually falling apart under the strain of dealing with his disability. In a bid to bond with his father, Julien challenges him to participate with him in the Ironman race in Nice (French Riviera), a triathlon in which his father has previously competed.",Drama,Nord-Ouest Productions|PathÃ© Films,7,2014
1081,0,0,Life Itself,Roger Ebert|Werner Herzog|Martin Scorsese|Errol Morris|Ava DuVernay,,Steve James,,,"Life Itself recounts the surprising and entertaining life of renowned film critic and social commentator Roger Ebert. The film details his early days as a freewheeling bachelor and Pulitzer Prize winner, his famously contentious partnership with Gene Siskel, his life-altering marriage, and his brave and transcendent battle with cancer.",Documentary,Film Rites|Kartemquin Films|CNN Films,7.7,2014
1082,0,8265,Life Partners,Leighton Meester|Gillian Jacobs|Adam Brody|Gabourey Sidibe|Beth Dover,http://www.magpictures.com/lifepartners/,Susanna Fogel,One guy can ruin the perfect relationship.,sexuality|roommate|change|friends|romance,A 29-year-old lawyer  and her lesbian best friend experience a dramatic shift in their longtime bond after one enters a serious relationship,Romance|Comedy,Haven Entertainment|Sandia Media|Minerva Productions,6.1,2014
1083,0,0,Mercy,Chandler Riggs|Dylan McDermott|Mark Duplass|Frances O'Connor|Joel Courtney,,Peter Cornwell,,,A single mom and her two boys help take care of their grandmother with mystical powers,Thriller|Horror,Blumhouse Productions|Wonderland Sound and Vision,4.9,2014
1084,0,0,Late Phases,Tina Louise|Ethan Embry|Erin Cummings|Karen Lynn Gorney|Tom Noonan,,AdriÃ¡n GarcÃ­a Bogliano,The hunt is on,vietnam veteran|werewolf|retirement community,"When deadly attacks from the forests beset a secluded retirement community, it is up to a grizzled veteran to figure what the residents are hiding.",Thriller|Horror,Glass Eye Pix|Dark Sky Films|Site B,5.6,2014
1085,0,0,10.000 KM,Natalia Tena|David Verdaguer,,Carlos Marques-Marcet,,girlfriend|relationship|couple|boyfriend|long distance relationship,"Two people in love, two apartments - one in Barcelona and another on in Los Angeles - and the images of their past, present and future. Can love survive 10,000km?",Comedy|Drama|Romance,TelevisiÃ³n EspaÃ±ola (TVE)|TelevisiÃ³ de Catalunya (TV3)|La Panda|Broad Green Pictures,6.2,2014
1086,0,0,Mockingbird,Alyvia Alyn Lind|Emily Alyn Lind|Audrey Marie Anderson|Lee Garlington|Spencer List,,Bryan Bertino,,,A couple are given a camera and a set of instructions which they must follow or else someone will die.,Horror,Marc Platt Productions|Blumhouse Productions|Unbroken Pictures,4.1,2014
1087,7000000,0,A Good Man,Steven Seagal|Victor Webster|Tzi Ma|Iulia Verdes|Massimo Dobrovic,,Keoni Waxman,,,"After an illustrious special ops career ends in disaster, Alexander goes off the grid and attempts to lead a quiet life as a handyman at an apartment complex. But when one of his tenants and her family fall under the thumb of a Russian gangster, Alexander is dragged into an all-out war between rival Chinese and Russian gangs; forcing him to not only defend the family, but bringing him face to face with an old foe, and giving him one more chance to reconcile his past.",Action,Steamroller Productions|Grindstone Entertainment Group|Voltage Pictures|Picture Perfect Corp.,4.9,2014
